"","ID","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y","perm.strength.x","perm.strength.y"
"35","Pepino",0.995447148982731,0.957239405799148,1.08124326159865,0.846621124913408,1.00572761961045,0.9758725615328,1.00572581697939,1.00954368834596,0.944621429794067,0.975877736683201
"36","Picante",1.02225652067291,1.09179899105655,0.98023613768763,1.03344410405045,1.06241846056698,1.1115990948016,1.01091263151195,1.07584980122882,0.987708415493347,1.07284562656412
"37","Pico",1.1252482947098,1.03546457237434,0.991721635634448,1.04190808181504,0.881512516668499,0.999759827554445,0.884338716951841,1.03991558787946,1.01543562534873,1.07032489555789
"38","Pozole",1.08053028622518,0.996829311741743,1.00801710487856,1.01603349873736,1.04972500072721,0.930056681766115,0.860895815213931,1.05136856261066,1.00191512116339,0.786049746104345
"39","Quesadilla",1.02238828034485,1.09054059939538,0.885782639364854,0.994521859168253,1.00219532745432,1.05031941338447,1.11230544205736,1.09984183200919,1.0127224840891,1.01435694659828
"40","Queso",0.911881608411423,0.966331626795425,0.95348034466064,1.02886691596338,0.904139264929011,1.09708451146903,0.968505368182711,1.04276910568168,0.921537590422483,0.890010607139576
"41","Salsa",1.04757916981739,1.07657644670018,0.968726355300852,1.02638792701681,1.08776440168617,1.09731792971602,0.949866512006161,1.0202129466649,1.087141727308,1.05379116497977
"42","Sincronizada",0.944738983393113,0.945118551513421,0.924610532274379,0.888390665508723,0.854174426999693,1.00415680588642,0.991869286664297,0.996502114437559,0.959200193539083,0.93600383721661
"43","Taco",0.961335674647557,0.949657090161955,1.0475113616106,0.974512275054621,1.0105835997043,0.941845283659064,0.941383236141296,0.926762734075838,0.905881519792662,0.930972571453679
"44","Tapa",0.840035340719679,1.09074394904787,1.06082295595771,1.04429734544511,1.04292949172821,1.03270638648352,0.933650477063858,1.05818350757171,0.990145688926576,0.953832187835861
"45","Taquito",1.05681443572837,1.00128536673952,1.06594843524179,1.02535961272252,1.02895661837185,1.03431818274188,1.06104822488523,0.99076861490777,1.01336780890418,1.13535224899773
"46","Torta",1.05150065672356,0.987175752967175,1.11757338716337,0.975955815109531,0.880820384642172,0.987296171811045,1.00648313487934,1.00687680642866,1.08069685024502,1.05368544679582
"47","Tortilla",0.949767784490035,1.00305558902359,1.08526828573255,0.877893292113907,1.0821490520887,1.05098495195245,0.893742605707582,0.973261080780776,0.948425893842504,1.05899378484715
"48","Tripa",0.869067703013725,0.860255501323972,1.04642202785614,1.03900587614303,0.993120153094041,1.05377167971897,1.06730732706754,0.9140411190855,1.08242231593895,0.978442076247768
"49","unbanded adult female",1.01067510829494,1.01268381350271,1.21811331854965,1.13737190055041,1.10081291510081,1.14643236610546,1.0777371242339,1.10983930465205,1.17736650758901,1.04173072088144
"50","unbanded adult male",1.02068023118408,1.10397615390144,1.00115283884758,1.00768630912389,0.957831299959273,1.09907881643284,1.13209784858555,1.05368656331093,1.12007661010168,1.12674024735264
"51","unbanded juvenile",0.912035277752522,1.08522969513498,1.04335172741372,1.09214733173374,1.03627000148279,1.10414631518218,1.06641615672977,1.01693786892649,0.9752731315822,1.05977802987861
"52","unknown adult female",1.0435399377871,1.01903163329712,1.01797592289377,1.05377904247583,1.03384936436633,1.12209815865553,0.977697772439143,0.996540755529869,1.10605800937109,1.04146297064376
"53","unknown adult male",1.13235677080053,1.05085339631012,0.962650488775149,1.01095023416407,1.03661174886641,0.908722999731928,1.15841160789385,1.10922380626786,1.13937268570274,1.05085370414081
"54","unknown female",1.0113184510556,0.95209336558438,1.08455980539576,0.957626405799954,1.13379203082805,1.06493133448249,1.09256302983729,0.950227784937629,1.00624463321563,1.12095509853718
"55","unknown juvenile",1.05515002792034,1.09248559674481,0.850670725936847,1.08564922637107,0.829581527658753,1.02403507130053,1.11034047131008,1.05282827127831,1.03948152236646,1.15187874045454
"56","Uva",1.01503047234246,0.980292976574372,1.03747626155439,1.12675014425622,1.15488791145237,0.991437634506032,0.816692798592067,0.983784491970672,1.06404409567308,0.908732072719562
"57","Yuca",1.06046971644644,0.991395339719113,0.989182310961489,1.11410548424049,0.917473476616241,0.966793447234915,1.1165768780553,1.07661066855833,1.07924274026501,0.956733380334201
