Date,Experimenter,Batch,ID,Experiment,Condition,RewardedStimulus,Program,Program Version,TSFacing,Session,Trial,StartTime,CorrectChoice,"Criterion: choose rewarded color in 17/20 trials - do not need to adhere to at least 8/10 or 9/10 per 10-trial set, just need to get 85% correct if they are over 150 trials",Time maintenance diet removed,Notes,LatencyFirstPeckToScreen
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,60,,0,5/10 correct,,,9.2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,61,,1,,,,1.2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,62,,0,,,,3.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,63,,1,,,,7.6
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,64,,0,,,,2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,65,,1,,,,1.1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,66,,1,,,,1.3
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,67,,0,,,,1.2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,68,,1,,,,1.8
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,4,69,,0,,,,2.4
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,70,12:32,1,6/10 correct,,,4.2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,71,,0,,,,6.1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,72,,0,,,,5.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,73,,1,,,,5.7
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,74,,0,,,,9.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,75,,0,,,,7.2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,76,,1,,,,2.6
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,77,,-1,,,,NA
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,77,,1,,,,2.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,78,,0,,,,3.6
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,79,,1,,,,2.5
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,80,,0,4/10 correct,,,2.7
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,81,,0,,,Went to water after,1.5
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,82,,1,,,,1.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,83,,0,,,,1.1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,84,,0,,,,2.7
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,85,,1,,,,1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,86,,0,,,,3.5
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,87,,1,,,,2.3
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,88,,1,,,,2.2
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,89,,0,,,,NA
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,90,,1,5/10 correct,,,0.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,91,,0,,,,1.4
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,92,,1,,,,6
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,93,,0,,,,1.8
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,94,,1,,,,2.4
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,95,,1,,,,9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,96,,0,,,,0.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,97,,1,,,,1.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,98,,0,,,,1.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,99,,1,,,,0.9
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,100,,1,6/10 correct,,,0.8
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,101,,0,,,,4
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,102,,1,,,,1.1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,103,,0,,,,1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,104,,1,,,,0.8
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,105,,0,,,,1.8
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,106,,1,,,,1.1
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,107,,1,,,,1.4
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,108,,0,,,,0.8
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,109,,1,,,,2.4
3-Apr-19,KM,1,Queso,GoNoGo,Control,Heart,inhibition_task_green_rewarded.psyexp,,,5,110,,0,4/10 correct,Returned 12:55,Released before he could do more trials,1.2
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,1,12:27,1,,Removed 0900,New program with NO white square food key; WAVY = rewarded,9.2
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,2,,0,,,,1.7
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,3,,1,,,,1.7
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,4,,-1,,,,NA
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,4,,0,,,,1.6
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,5,,0,,,,1.1
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,6,,1,,,,6.5
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,7,,2,,,"On platform, jumped away from heart stim, looking at it but did not peck",NA
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,8,,1,,,,9.9
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,9,,0,,,,5
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,10,,-1,,,,NA
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,10,,0,5/10 correct,,,3.2
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,11,,0,,,"Rewarded stim on screen that he did not peck, though he was close to screen",NA
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,12,,1,,,,5.8
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,13,,0,,,,1.9
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,14,,0,,,,1.4
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,15,,1,,,Baited table,3.1
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,16,,0,,,,1.2
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,17,,1,,,,2.4
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,18,,0,,,,1
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,19,,1,,,,1.7
7-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,1,20,,0,4/10 correct,Returned 1300,,5.3
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,21,13:22,0,,Removed 1205,,1.8
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,22,,1,,,,4.5
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,23,,1,,,,3.4
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,24,,0,,,,2
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,25,,0,,,,2.4
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,26,,1,,,Had his beak on the screen right when stimulus came up so it wasn't on the screen for more than half a second,0
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,27,,0,,,,2.5
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,28,,1,,,,5.3
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,29,,1,,,,1.3
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,30,,0,5/10 correct,,,1
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,31,,0,,,,3.5
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,32,,1,,,,1.4
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,33,,1,,,,8.6
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,34,,0,,,,2.8
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,35,,0,,,Baited table,4.3
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,36,,1,,,,3.6
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,37,,0,,,,1
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,38,,1,,,,2.6
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,39,,1,,,,0.9
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,2,40,,0,5/10 correct,,,0.2
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,41,14:32,0,,,,3.9
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,42,,1,,,,1.1
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,43,,1,,,,8.2
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,44,,0,,,,1.5
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,45,,1,,,,0.9
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,46,,0,,,,1.2
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,47,,1,,,,1.1
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,48,,0,,,,1.1
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,49,,1,,,,1.4
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,50,,0,5/10 correct,,,4.9
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,51,,0,,,,0.9
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,52,,1,,,,1.4
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,53,,1,,,,1.2
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,54,,0,,,,1.2
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,55,,1,,,,4.3
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,56,,0,,,,9.6
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,57,,1,,,,1
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,58,,0,,,,1.9
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,59,,1,,,,1.4
8-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,3,60,,-1,,Returned 1600,"Baited table, took bait but went to ground",NA
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,60,14:32,0,5/10 correct,Removed 1200,,1.8
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,61,,1,,,,3
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,62,,1,,,,3.1
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,63,,0,,,,1.8
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,64,,0,,,,4
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,65,,1,,,,3
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,66,,0,,,,4.6
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,67,,1,,,,3.7
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,68,,1,,,,1
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,69,,-1,,,Baited table,NA
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,69,,-1,,,Was on table for ~2sec after stimuli was on screen and didn't peck non-rewarded stim.  But then went to top and back of screen so I think he wasn't motivated rather than chose to inhibit pecking,NA
9-Apr-19,KM,1,Mole,GoNoGo,Manipulated,Wavy,inhibition_task_no_FoodKey_pink_rewarded,,,4,69,,1,,,Baited table,7.1
