CodingDate,VideoCoder,VideoFileName,TrialDate,Experimenter,BirdID,Test,Condition,Time,Session,IndicatedTrial,LatencyFirstLand,LatencyFirstLand2,LatencyFirstTimeWithin20cmOfObject,LatencyFirstTouchToObject,LatencyFirstEnterTent,TotalDurationInTent,TotalDurationNear<20cm,TotalDurationFar>20cm,TotalDurationOutOfView(sec),TrialEndTimeStamp,TotalTouchesToApparatusPerVideo,TotalTouchesToApparatusXVideos,MotorActionsUsed,ClosestDistanceToApparatus,TotalNumberMotorActionsUsedForThisBirdInThisExperiment,Notes
2021-01-29,AJB,A087AG 2019-12-19 ExploreObj Time1 Familiar T1 (pt. 2),2019-12-19,MM,A087AG,Object,Familiar,1,n/a,1,,590.20,n/a,n/a,n/a,n/a,n/a,133.40,615.60,748.80,n/a,n/a,n/a,Far,n/a,
2021-01-29,AJB,A087AG 2019-12-19 ExploreObj Time1 Novel T1 (pt. 1),2019-12-19,MM,A087AG,Object,Novel,1,n/a,1,987.20,987.20,n/a,n/a,n/a,n/a,n/a,134.00,1864.20,1998.00,n/a,n/a,n/a,Far,n/a,
2021-01-29,AJB,A087AG 2019-12-19 ExploreObj Time1 Novel T1 (pt. 2),2019-12-19,MM,A087AG,Object,Novel,1,n/a,1,,570.60,n/a,n/a,n/a,n/a,n/a,103.60,612.40,715.80,n/a,n/a,n/a,Far,n/a,
2021-01-29,AJB,A087AG 2020-01-22 ExploreObj Time2 Familiar T1 (pt. 1),2020-01-22,MM,A087AG,Object,Familiar,2,n/a,1,11.00,11.00,15.60,23.00,n/a,n/a,109.20,55.80,1877.20,2042.00,32,n/a,"PeckVert, PeckHorz, GapeUpDown, GapeVert, StandOnTop, PeckOnTop, PushVert, GrabVert",Touch,n/a,
2021-02-01,AJB,A087AG 2020-01-22 ExploreObj Time2 Familiar T1 (pt. 2),2020-01-22,MM,A087AG,Object,Familiar,2,n/a,1,,634.80,638.00,n/a,n/a,n/a,14.00,44.40,634.40,692.60,n/a,n/a,n/a,Near,n/a,
2021-02-01,AJB,A087AG 2020-01-22 ExploreObj Time2 Novel T1 (pt. 1),2020-01-22,MM,A087AG,Object,Novel,2,n/a,1,271.40,271.40,n/a,n/a,n/a,n/a,n/a,334.40,1694.40,2028.60,n/a,n/a,n/a,Far,n/a,
2021-02-01,AJB,A087AG 2020-01-22 ExploreObj Time2 Novel T1 (pt. 2),2020-01-22,MM,A087AG,Object,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,690.60,690.60,n/a,32,n/a,OutOfView,8,No solomon output excel file b/c nothing happened
2021-02-02,AJB,A088YR 2020-03-01 ExploreEnv Time1 Familiar T1 (pt. 1),2020-03-01,KM,A088YR,Environment,Familiar,1,n/a,1,190.60,190.60,223.00,n/a,223.20,42.80,4.60,384.80,1671.00,2103.00,n/a,n/a,n/a,Near,n/a,
2021-02-02,AJB,A088YR 2020-03-01 ExploreEnv Time1 Familiar T1 (pt. 2),2020-03-01,KM,A088YR,Environment,Familiar,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,648.20,648.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-02,AJB,A088YR 2020-03-01 ExploreEnv Time1 Novel T1 (pt. 1),2020-03-01,KM,A088YR,Environment,Novel,1,n/a,1,1462.00,1462.00,n/a,n/a,n/a,n/a,n/a,125.40,1932.00,2057.20,n/a,n/a,n/a,Far,n/a,
2021-02-02,AJB,A088YR 2020-03-01 ExploreEnv Time1 Novel T1 (pt. 2),2020-03-01,KM,A088YR,Environment,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,655.60,655.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-03,AJB,A088YR 2020-04-15 ExploreEnv Time2 Familiar T1 (pt. 1),2020-04-15,MM,A088YR,Environment,Familiar,2,n/a,1,1422.60,1422.60,1440.20,n/a,1440.80,1.60,34.80,468.80,1546.40,2051.40,n/a,n/a,n/a,Near,n/a,
2021-02-03,AJB,A088YR 2020-04-15 ExploreEnv Time2 Familiar T1 (pt. 2),2020-04-15,MM,A088YR,Environment,Familiar,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,677.80,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-03,AJB,A088YR 2020-04-15 ExploreEnv Time2 Novel T1 (pt. 1),2020-04-15,MM,A088YR,Environment,Novel,2,n/a,1,1399.40,1399.40,n/a,n/a,n/a,n/a,n/a,178.00,1823.60,2001.40,n/a,n/a,n/a,Far,n/a,
2021-02-03,AJB,A088YR 2020-04-15 ExploreEnv Time2 Novel T1 (pt. 2),2020-04-15,MM,A088YR,Environment,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,721.20,721.20,n/a,0,n/a,OutOfView,0,No solomon output excel file b/c nothing happened
2021-02-03,AJB,A088YR 2020-03-02 ExploreObj Time1 Familiar T1 (pt. 1),2020-03-02,MM,A088YR,Object,Familiar,1,n/a,1,62.20,62.20,n/a,n/a,n/a,n/a,n/a,123.60,1951.60,2075.00,n/a,n/a,n/a,Far,n/a,
2021-02-03,AJB,A088YR 2020-03-02 ExploreObj Time1 Familiar T1 (pt. 2),2020-03-02,MM,A088YR,Object,Familiar,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1116.00,1116.00,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-03,AJB,A088YR 2020-03-02 ExploreObj Time1 Novel T1 (pt. 1),2020-03-02,MM,A088YR,Object,Novel,1,n/a,1,1563.20,1563.20,n/a,n/a,n/a,n/a,n/a,178.00,1823.60,2076.00,n/a,n/a,n/a,Far,n/a,
2021-02-03,AJB,A088YR 2020-03-02 ExploreObj Time1 Novel T1 (pt. 2),2020-03-02,MM,A088YR,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,656.60,656.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-03,AJB,A088YR 2020-04-16 ExploreObj Time2 Familiar T1 (pt. 1),2020-04-16,MM,A088YR,Object,Familiar,2,n/a,1,1092.60,1092.60,n/a,n/a,n/a,n/a,n/a,215.60,1219.80,1435.20,n/a,n/a,n/a,Far,n/a,
2021-02-03,AJB,A088YR 2020-04-16 ExploreObj Time2 Familiar T1 (pt. 2),2020-04-16,MM,A088YR,Object,Familiar,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,675.60,675.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-03,AJB,A088YR 2020-04-16 ExploreObj Time2 Novel T1 (pt. 1),2020-04-16,MM,A088YR,Object,Novel,2,n/a,1,595.00,595.00,n/a,n/a,n/a,n/a,n/a,37.20,1982.20,2019.20,n/a,n/a,n/a,Far,n/a,
2021-02-03,AJB,A088YR 2020-04-16 ExploreObj Time2 Novel T1 (pt. 2),2020-04-16,MM,A088YR,Object,Novel,2,n/a,1,,224.40,n/a,n/a,n/a,n/a,n/a,171.00,521.40,692.20,n/a,0,n/a,Far,0,
2021-02-04,AJB,A090SB 2020-04-27 ExploreEnv Time1 Familiar T1 (pt. 1),2020-04-27,MM,A090SB,Environment,Familiar,1,n/a,1,797.00,797.00,797.00,n/a,797.00,0.40,95.00,124.00,1801.20,2020.40,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-04-27 ExploreEnv Time1 Familiar T1 (pt. 2),2020-04-27,MM,A090SB,Environment,Familiar,1,n/a,1,,165.60,166.00,n/a,167.00,21.80,51.40,469.40,167.00,709.40,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-04-27 ExploreEnv Time1 Novel T1 (pt. 1),2020-04-27,MM,A090SB,Environment,Novel,1,n/a,1,89.80,89.80,92.80,932.20,n/a,n/a,65.60,855.40,1073.00,1993.80,1,n/a,StandOnTop,Touch,n/a,
2021-02-04,AJB,A090SB 2020-04-27 ExploreEnv Time1 Novel T1 (pt. 2),2020-04-27,MM,A090SB,Environment,Novel,1,n/a,1,,142.60,142.60,n/a,n/a,n/a,73.00,509.80,149.00,731.60,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-05-12 ExplorEnv Time2 Familiar T1 (pt.  1),2020-05-12,MM,A090SB,Environment,Familiar,2,n/a,1,337.80,337.80,337.80,n/a,n/a,n/a,30.00,114.40,1894.40,2038.60,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-05-12 ExploreEnv Time2 Familiar T1 (pt.  2),2020-05-12,MM,A090SB,Environment,Familiar,2,n/a,1,,86.20,86.20,n/a,n/a,n/a,1.60,38.20,637.40,677.00,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-05-12 ExploreEnv Time2 Novel T1 (pt. 1),2020-05-12,MM,A090SB,Environment,Novel,2,n/a,1,45.80,45.80,50.80,n/a,n/a,n/a,8.40,216.40,1792.80,2017.40,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-05-12 ExploreEnv Time2 Novel T1 (pt. 2),2020-05-12,MM,A090SB,Environment,Novel,2,n/a,1,,438.20,440.60,n/a,n/a,n/a,2.60,139.40,600.00,744.80,n/a,1,n/a,Near,1,
2021-02-04,AJB,A090SB 2020-04-22 ExploreObj Time1 Familiar T1 (pt. 1),2020-04-22,MM,A090SB,Object,Familiar,1,n/a,1,1282.60,1282.60,n/a,n/a,n/a,n/a,n/a,126.80,1891.60,2018.20,n/a,n/a,n/a,Far,n/a,
2021-02-04,AJB,A090SB 2020-04-22 ExploreObj Time1 Familiar T1 (pt. 2),2020-04-22,MM,A090SB,Object,Familiar,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,685.60,685.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-04,AJB,A090SB 2020-04-22 ExploreObj Time1 Novel T1 (pt. 1),2020-04-22,MM,A090SB,Object,Novel,1,n/a,1,1889.20,1889.20,n/a,n/a,n/a,n/a,n/a,159.60,1889.00,2048.40,n/a,n/a,n/a,Far,n/a,
2021-02-04,AJB,A090SB 2020-04-22 ExploreObj Time1 Novel T1 (pt. 2),2020-04-22,MM,A090SB,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,260.00,530.60,790.40,n/a,n/a,n/a,Far,n/a,
2021-02-04,AJB,A090SB 2020-05-08 ExploreObj Time2 Familiar T1 (pt. 1),2020-05-08,MM,A090SB,Object,Familiar,2,n/a,1,41.80,41.80,50.00,n/a,n/a,n/a,2.80,1608.40,470.60,2081.60,n/a,n/a,n/a,Near,n/a,
2021-02-04,AJB,A090SB 2020-05-08 ExploreObj Time2 Familiar T1 (pt. 2),2020-05-08,MM,A090SB,Object,Familiar,2,n/a,1,,166.60,n/a,n/a,n/a,n/a,n/a,466.00,166.20,632.00,n/a,n/a,n/a,Far,n/a,
2021-02-04,AJB,A090SB 2020-05-08 ExploreObj Time2 Novel T1 (pt. 1),2020-05-08,MM,A090SB,Object,Novel,2,n/a,1,72.00,72.00,n/a,n/a,n/a,n/a,n/a,1740.00,326.80,2066.60,n/a,n/a,n/a,Far,n/a,
2021-02-04,AJB,A090SB 2020-05-08 ExploreObj Time2 Novel T1 (pt. 2),2020-05-08,MM,A090SB,Object,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,502.40,165.40,667.60,n/a,0,n/a,Far,0,
2021-02-05,AJB,A096NS 2020-04-28 ExploreEnv Time1 Familiar T1 (pt. 1),2020-04-28,MM,A096NS,Environment,Familiar,1,n/a,1,929.20,929.20,929.20,n/a,1000.40,3.60,6.20,77.00,1944.40,2031.00,n/a,n/a,n/a,Near,n/a,
2021-02-05,AJB,A096NS 2020-04-28 ExploreEnv Time1 Familiar T1 (pt. 2),2020-04-28,MM,A096NS,Environment,Familiar,1,n/a,1,,28.20,28.20,n/a,n/a,n/a,5.60,32.40,651.80,689.60,n/a,n/a,n/a,Near,n/a,
2021-02-05,AJB,A096NS 2020-04-28 ExploreEnv Time1 Novel T1 (pt. 1),2020-04-28,MM,A096NS,Environment,Novel,1,n/a,1,918.60,918.60,926.80,n/a,n/a,n/a,74.80,177.00,1738.60,1990.20,n/a,n/a,n/a,Near,n/a,
2021-02-05,AJB,A096NS 2020-04-28 ExploreEnv Time1 Novel T1 (pt. 2),2020-04-28,MM,A096NS,Environment,Novel,1,n/a,1,,88.40,94.20,n/a,n/a,n/a,20.60,137.80,566.40,724.60,n/a,n/a,n/a,Near,n/a,
2021-02-05,AJB,A096NS 2020-05-09 ExploreEnv Time2 Familiar T1 (pt. 1),2020-05-09,MM,A096NS,Environment,Familiar,2,n/a,1,236.60,236.60,236.60,n/a,1454.00,9.80,171.20,307.80,1623.00,2111.60,n/a,n/a,n/a,Near,n/a,
2021-02-05,AJB,A096NS 2020-05-09 ExploreEnv Time2 Familiar T1 (pt. 2),2020-05-09,MM,A096NS,Environment,Familiar,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,609.60,609.60,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-05,AJB,A096NS 2020-05-09 ExploreEnv Time2 Novel T1 (pt. 1),2020-05-09,MM,A096NS,Environment,Novel,2,n/a,1,891.00,891.00,892.80,n/a,n/a,n/a,258.60,611.20,1179.40,2049.00,n/a,n/a,n/a,Near,n/a,
2021-02-05,AJB,A096NS 2020-05-09 ExploreEnv Time2 Novel T1 (pt. 2),2020-05-09,MM,A096NS,Environment,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,674.60,674.60,n/a,0,n/a,OutOfView,0,No solomon output excel file b/c nothing happened
2021-02-05,AJB,A096NS 2020-04-29 ExploreObj Time1 Familiar T1 (pt. 1),2020-04-29,MM,A096NS,Object,Familiar,1,n/a,1,1995.40,1995.40,n/a,n/a,n/a,n/a,n/a,11.80,1995.00,2006.60,n/a,n/a,n/a,Far,n/a,
2021-02-05,AJB,A096NS 2020-04-29 ExploreObj Time1 Familiar T1 (pt. 2),2020-04-29,MM,A096NS,Object,Familiar,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,144.60,588.20,732.60,n/a,n/a,n/a,Far,n/a,
2021-02-05,AJB,A096NS 2020-04-29 ExploreObj Time1 Novel T1 (pt. 1),2020-04-29,MM,A096NS,Object,Novel,1,n/a,1,1649.80,1649.80,n/a,n/a,n/a,n/a,n/a,88.40,1929.80,2018.00,n/a,n/a,n/a,Far,n/a,
2021-02-05,AJB,A096NS 2020-04-29 ExploreObj Time1 Novel T1 (pt. 2),2020-04-29,MM,A096NS,Object,Novel,1,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,704.20,704.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-05,AJB,A096NS 2020-05-10 ExploreObj Time2 Familiar T1 (pt. 1),2020-05-10,KM,A096NS,Object,Familiar,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2105.20,2105.20,n/a,n/a,n/a,OutOfView,n/a,No solomon output excel file b/c nothing happened
2021-02-05,AJB,A096NS 2020-05-10 ExploreObj Time2 Familiar T1 (pt. 2),2020-05-10,KM,A096NS,Object,Familiar,2,n/a,1,2255,149.60,n/a,n/a,n/a,n/a,n/a,6.00,608.80,614.60,n/a,n/a,n/a,Far,n/a,
2021-02-05,AJB,A096NS 2020-05-10 ExploreObj Time2 Novel T1 (pt. 1),2020-05-10,KM,A096NS,Object,Novel,2,n/a,1,646.40,646.40,n/a,n/a,n/a,n/a,n/a,79.80,2065.60,2145.20,n/a,n/a,n/a,Far,n/a,
2021-02-05,AJB,A096NS 2020-05-10 ExploreObj Time2 Novel T1 (pt. 2),2020-05-10,KM,A096NS,Object,Novel,2,n/a,1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,570.60,570.60,n/a,0,n/a,OutOfView,0,No solomon output excel file b/c nothing happened
