loci solved,60,1,2,3,1.3,1.5,1.5,Yes,No,No,
loci solved,60,1,2,3,1.1,1.5,1.5,No,No,No,
loci solved,60,1,2,3,1.2,1.5,1.5,No,No,No,
loci solved,45,1,2,3,0.5,0.5,0.5,Yes,No,No,
loci solved,45,0.9,2,3.1,0.5,0.5,0.5,No,No,Yes,
loci solved,45,0.8,2,3.2,0.5,0.5,0.5,No,No,No,
loci solved,45,0.8,2,3.2,1,1,1,Yes,No,No,
loci solved,45,0.8,2,3.2,0.9,0.9,0.9,No,No,No,
latency,45,5.7,6.9,7.6,1000,1000,1000,No,No,No,
latency,45,5.8,6.9,7.5,1000,1000,1000,No,No,No,
latency,45,6.0,6.9,7.2,1000,1000,1000,No,No,Yes,
latency,45,6.0,6.9,7.3,1000,1000,1000,No,No,Yes,
latency,45,6.0,6.9,7.4,1000,1000,1000,No,No,Yes,
latency,45,6.0,6.9,7.5,1000,1000,1000,Yes,No,No,
latency,45,5.9,6.9,7.5,1000,1000,1000,No,No,Yes,
latency,45,5.9,6.9,7.6,1000,1000,1000,No,No,No,
latency,45,5.9,6.9,7.6,1000,1000,1000,No,No,No,
latency,45,5.9,6.9,7.6,1000,1000,1000,No,No,No,
latency,45,4.6,6.3,7.1,1000,1000,1000,No,No,Yes,
latency,45,4.6,6.3,7.2,1000,1000,1000,No,No,No,
latency,45,4.6,6.3,7.2,1000,1000,1000,No,No,Yes,
latency,45,4.6,6.3,7.2,1000,1000,1000,No,No,Yes,
latency,45,4.6,6.3,7.3,1000,1000,1000,No,No,No,
latency,45,4.6,6.3,7.3,1000,1000,1000,No,No,No,
latency,45,4.6,6.3,7.3,1000,1000,1000,No,No,No,
latency,60,5.7,6.9,7.6,1000,1000,1000,No,No,Yes,
latency,60,5.7,6.9,7.6,1000,1000,1000,No,No,Yes,
latency,60,5.7,6.9,7.7,1000,1000,1000,No,No,No,
latency,60,5.9,6.9,7.6,1000,1000,1000,No,No,Yes,
latency,60,5.9,6.9,7.6,1000,1000,1000,No,No,Yes,
latency,60,4.6,6.2,7.1,1000,1000,1000,Yes,No,No,
latency,60,4.6,6.2,7.1,1000,1000,1000,Yes,No,No,
latency,60,4.6,6.4,7.1,1000,1000,1000,No,No,No,
latency,60,4.6,6.3,7.1,1000,1000,1000,No,No,Yes,
latency,60,4.6,6.3,7.2,1000,1000,1000,No,No,Yes,
latency,60,4.6,6.3,7.3,1000,1000,1000,No,No,Yes,
latency,60,4.6,6.3,7.3,1000,1000,1000,No,No,No,
latency,60,4.6,6.3,7.3,1000,1000,1000,No,No,No,
latency,60,4.6,6.3,7.3,1000,1000,1000,No,No,Yes,
latency,60,4.6,6.3,7.4,1000,1000,1000,No,No,No,
latency,60,4.6,6.3,7.4,1000,1000,1000,No,No,No,
latency,60,4.6,6.3,7.4,1000,1000,1000,No,No,No,
latency,60,4.7,6.3,7.4,1000,1000,1000,Yes,No,No,
trials participated,45,0.65,0.75,0.90,0.25,0.25,0.25,No,No,No,
trials participated,45,0.70,0.75,0.82,0.25,0.25,0.25,Yes,No,No,
trials participated,45,0.67,0.75,0.85,0.25,0.25,0.25,No,Yes,No,
trials participated,45,0.67,0.75,0.90,0.25,0.25,0.25,No,No,No,
trials participated,45,0.67,0.75,0.90,0.25,0.25,0.25,No,No,No,
trials participated,45,0.67,0.75,0.90,0.25,0.25,0.25,No,No,No,
trials participated,45,0.67,0.75,0.90,0.35,0.35,0.35,Yes,No,No,
trials participated,45,0.67,0.75,0.90,0.3,0.3,0.3,Yes,No,No,
trials participated,60,0.67,0.75,0.90,0.3,0.3,0.3,No,No,No,
trials participated,60,0.70,0.75,0.81,0.3,0.3,0.3,No,Yes,No,
trials participated,60,0.70,0.75,0.81,0.25,0.25,0.25,No,Yes,No,
trials participated,60,0.68,0.75,0.83,0.25,0.25,0.25,Yes,No,No,
trials participated,60,0.67,0.75,0.83,0.25,0.25,0.25,No,No,Yes,
trials participated,60,0.67,0.75,0.83,0.25,0.25,0.25,No,No,No,
trials participated,60,0.67,0.75,0.83,0.25,0.25,0.25,No,No,No,
trials participated,60,0.67,0.75,0.83,0.25,0.25,0.25,No,No,No,
trials participated,60,0.67,0.75,0.84,0.25,0.25,0.25,Yes,No,Yes,Model breaks if I increase the SD to 0.3
